id_study,system,y0.n0p0,y0.n1p0,y0.n0p1,y0.n1p1,cat,rn,rp,rnp,rint
JES075,MARINE,7.30000000000003,9.89999999999996,4.99000000000001,14.1,h,0.30466040898619,-0.38043843839092,0.65830044922977,89.1780821917807
JES076,MARINE,6.78999999999997,4.82999999999999,7.35999999999996,8.88999999999997,h,-0.34060447390612,0.0806089911701798,0.26947610795521,51.39911634757
JES077,MARINE,4.71999999999998,4.42999999999998,7.33999999999997,6.64999999999998,a,-0.06340921554042,0.44153004302896,0.3428080550703,-8.47457627118622
JES078,MARINE,0.2,0.2,0.270000000000001,0.169999999999999,h,0,0.30010459245034,-0.16251892949778,-50.0000000000007
JES079,MARINE,0.89,1.45,0.55,0.43,h,0.488097372688435,-0.481303184499668,-0.727436254038577,-76.4044943820225
JES080,MARINE,0.270000000000001,0.289999999999999,0.239999999999999,0.270000000000001,g,0.0714589639821399,-0.11778303565639,0,3.70370370370485
JES081,MARINE,1.39,1.45,2.74,2.2,h,0.042259809289883,0.67865417325738,0.45915361322167,-43.1654676258996
JJE001,FRESHWATER,1,1.4,1.2,1.45,a,0.336472236621213,0.182321556793955,0.371563556432483,-15
JJE002,FRESHWATER,1,2.3,2,5.79999999999998,d,0.832909122935104,0.693147180559945,1.75785791755237,249.999999999998
JJE003,FRESHWATER,1,1,1.85,2.47,b,0,0.615185639090233,0.904218150639886,62.0000000000001
JJE004,FRESHWATER,1,1,1.61,2.14,b,0,0.476234178996372,0.76080582903376,52.9999999999999
JJE005,FRESHWATER,1,1,1.55,1.75,a,0,0.438254930931155,0.559615787935423,20.0000000000001
